"Symbol","Company","Sector","MarketCap","EnterpriseValue","TrailingPE","ForwardPE","PEGRatio","PriceToBook","PriceToSales","EnterpriseToRevenue","EnterpriseToEBITDA","ROE","ROA","ProfitMargin","GrossMargin","OperatingMargin","EBITDAMargin","RevenueGrowth","EarningsGrowth","QuarterlyEarningsGrowth","revenue","ebitda","net_income","gross_profits","OperatingCashFlow","FreeCashFlow","TotalCash","TotalDebt","CurrentRatio","QuickRatio","DebtToEquity","TrailingEPS","EPS","BookValue","CashPerShare","dividend_yield","DividendRate","PayoutRatio","ExDividendDate","DividendDate","FiveYearAvgDividendYield","SharesOutstanding","FloatShares","SharesShort","ShortRatio","ShortPercentOfFloat","InsiderOwnership","InstitutionalOwnership","CurrentPrice","PreviousClose","Open","DayHigh","DayLow","FiftyTwoWeekHigh","FiftyTwoWeekLow","FiftyDayAverage","TwoHundredDayAverage","Volume","AverageVolume","AverageVolume10Day","Beta","TargetMeanPrice","TargetHighPrice","TargetLowPrice","NumberOfAnalysts","Recommendation","RecommendationMean","LastUpdated","start_price","end_price","return_45d","vol_45d","avg_volume","vol_spike","n_days","z_return","z_vol","z_volume","anomaly_score","category","market_context"
"AME","AMETEK, Inc.","Industrials",48142352384,50293170176,32.878548,26.117168,NA,4.558476,6.7197847,7.02,22.184,0.14632,0.07488,0.20502001,0.35878,0.25787002,0.31644,0.108,0.088,0.092,7164270080,2267057920,1468797952,2570373888,1767515008,1368788736,439236992,2746409984,1.155,0.66,26.09,6.34,7.98134,45.728,1.908,0.59,1.24,0.1909,1764892800,1766102400,0.62,230203873,228974584,2684353,1.85,0.013200001,0.0035299999,0.90321,208.45,208.28,207.92,208.49,207.36,210.14,145.02,196.2056,182.79546,390174,1411560,1556270,1.047,223.17647,246,196,17,"buy",1.77778,"2025-12-27 20:41:11",198.710006713867,199.899993896484,0.598856193654385,1.06810979479997,1423050,1.59699237553143,32,-0.168059705702443,-0.964822217673729,-0.720635075372006,1.01078835222531,"NORMAL","UNDERPERFORMING_MARKET"
"AMGN","Amgen Inc.","Healthcare",179276349440,224418365440,25.768576,15.180759,NA,18.637966,4.9839134,6.239,13.617,0.8171,0.07706,0.19474001,0.70051,0.34153,0.45817003,0.124,0.136,0.136,35970998272,16481000448,7005000192,25198000128,13125999616,11408624640,9445000192,54586998784,1.28,0.823,567.491,12.92,21.93105,17.863,17.54,2.9,9.66,0.72620004,1770940800,1772755200,3.06,538480671,537123700,14121914,4.87,0.026300002,0.00212,0.83864,332.93,333.96,333.65,333.9795,330.87,346.38,257.05,321.3726,297.50555,755326,2734363,3316850,0.447,325.8837,425,180,27,"buy",2.40625,"2025-12-27 20:41:15",296.299987792969,326.010009765625,10.0270074912777,2.10672171587129,3002375,1.82728673133769,32,0.765019625303793,0.302467461771387,-0.439153101071334,1.13582990672515,"NORMAL","OUTPERFORMING_MARKET"
"AMP","Ameriprise Financial, Inc.","Financial Services",47308300288,40390873088,13.813101,12.075278,NA,7.2400556,2.5554097,2.182,NA,0.59589,0.022219999,0.19586,0.56766,0.37298,0,0.073,0.866,0.785,18513000448,NA,3625999872,10508999680,6037000192,2814249984,9731999744,3.5e+09,2.435,1.554,54.222,36.33,41.55846,69.313,104.751,1.28,6.4,0.16950001,1762732800,1763942400,1.47,92905713,92544310,3045167,4.72,0.0382,0.00195,0.89145,501.83,500.97,501,502.465,498.9,582.05,396.14,470.3388,493.6841,271908,610700,644120,1.263,538.6,653,434,10,"hold",2.53846,"2025-12-27 20:41:18",452.380004882813,487.5,7.76338360186468,1.42516394961729,626465.625,2.09700252906933,32,0.540994723951637,-0.529153190366355,-0.109487465195083,0.860315051732356,"NORMAL","OUTPERFORMING_MARKET"
"AMT","American Tower Corporation","Real Estate",82604204032,132459446272,28.180511,25.406788,NA,20.899183,7.901155,12.67,19.687,0.28839,0.04733,0.28106,0.74285007,0.45477,0.64357,0.077,NA,NA,10454700032,6728300032,2938400000,7766300160,5235500032,4248437504,1950700032,45011197952,0.59,0.492,418.09,6.26,6.94342,8.441,4.167,3.85,6.8,1.0718,1766966400,1769990400,2.74,468146623,466793679,6074387,1.82,0.0149,0.00156,0.95308995,176.41,174.8,174.5,176.7,174.5,234.33,170.77,181.0692,203.03795,1200553,3140049,3760300,0.915,227.26315,260,200,19,"buy",1.77273,"2025-12-27 20:41:22",176.639999389648,178.490005493164,1.04733135751156,1.22155587601762,3242403.125,1.86050277138195,32,-0.123675298552522,-0.777590941839887,-0.398554118532769,0.71174782873885,"NORMAL","UNDERPERFORMING_MARKET"
"AMZN","Amazon.com, Inc.","Consumer Cyclical",2485688991744,2551929896960,32.88826,29.639034,NA,6.722757,3.5955172,3.691,18.268,0.24327,0.07495,0.11063,0.50046,0.11057,0.20207001,0.134,0.364,0.382,691330023424,139696996352,76482002944,345982009344,130690998272,2.608e+10,94196998144,160437993472,1.009,0.76,43.405,7.07,7.84506,34.587,8.812,NA,NA,0,NA,NA,NA,10690216011,9702012443,76073227,1.76,0.007900001,0.09179,0.66783,232.52,232.38,232.025,232.99,231.18,258.6,161.38,230.4082,216.3209,14795877,46248047,39093550,1.372,295.59784,360,245,60,"strong_buy",1.32836,"2025-12-27 20:41:26",254,221.270004272461,-12.8858250895823,1.7556568790382,43731800,2.19514861039335,32,-1.50260313775009,-0.12589354151437,0.0104735848455895,1.57078670093007,"NORMAL","DOWN_WHILE_MARKET_UP"
"ANET","Arista Networks, Inc.","Technology",166024151040,155917942784,50.32061,39.23938,NA,13.94247,19.651674,18.455,42.471,0.31736,0.14658,0.3973,0.64343,0.42378,0.43453997,0.275,0.155,0.14,8448346112,3671173888,3356553984,5435902976,4140934912,3268608000,10106200064,0,3.254,2.485,NA,2.62,3.35989,9.456,8.025,NA,NA,0,NA,NA,NA,1259285070,1041479124,14987583,1.9,0.0145000005,0.17938,0.70098,131.84,130.77,131,132.125,130.45,164.94,59.43,135.586,115.4603,2292011,7823503,6079770,1.411,163.36708,185,140,24,"strong_buy",1.48148,"2025-12-27 20:41:31",157.589996337891,122.360000610352,-22.3554772169687,2.82161273744418,8460693.75,1.97431800435987,32,-2.4397896967005,1.17476056296437,-0.259441128238443,3.15689054230191,"STRONG_UNDERPERFORMER","DOWN_WHILE_MARKET_UP"
"AON","Aon plc","Financial Services",76903219200,93368664064,28.577724,18.725323,NA,9.667669,4.51628,5.483,17.189,0.3769,0.05587,0.15962,0.46758,0.20365,0.319,0.074,0.344,0.335,17027999744,5.432e+09,2718000128,7961999872,3.284e+09,1896499968,1.166e+09,17617999872,1.058,0.222,214.88,12.48,19.0464,36.891,5.425,0.84,2.98,0.22719999,1762128000,1763078400,0.75,214935265,208063785,1891956,1.75,0.0089,0.03039,0.87873,356.65,356.65,356.24,357.79,354.135,412.97,323.73,346.145,360.1157,235434,1122185,949770,0.833,399.05264,449,325,19,"buy",2.09091,"2025-12-27 20:41:33",339.839996337891,352.029998779297,3.58698286627976,1.00219395363806,1107753.125,1.77647885218108,32,0.1276673301331,-1.04525116666006,-0.501254067831741,0.900919947378999,"NORMAL","OUTPERFORMING_MARKET"
"AOS","A. O. Smith Corporation","Industrials",9495181312,9484454912,18.26415,16.42392,NA,5.115121,2.479095,2.476,12.093,0.28209,0.13878,0.13851,0.38513002,0.18631001,0.20477,0.044,0.146,0.099,3830099968,784300032,530500000,1475100032,655600000,454037504,172800000,222500000,1.544,0.894,12.063,3.71,4.12569,13.247,1.241,2.04,1.38,0.3666,1761868800,1763337600,1.72,113372121,112207580,4913838,3.45,0.0437,0.0077600004,0.99015,67.76,67.96,67.87,67.98,67.5,77.31,58.83,66.8798,68.06145,417231,1258157,1081640,1.335,78.5,100,62,10,"hold",2.53846,"2025-12-27 20:41:37",65.6600036621094,68.0800018310547,3.68565037156983,1.24939337670862,1339665.625,1.74603270872163,32,0.1374321935641,-0.743624282482786,-0.538467487764695,0.778478078687841,"NORMAL","OUTPERFORMING_MARKET"
"APA","APA Corporation","Energy",8651277312,13589902336,5.7846894,8.984673,NA,1.4416887,0.9227045,1.449,2.331,0.27427998,0.099259995,0.16093999,0.66542,0.27281,0.62191004,-0.164,NA,NA,9.376e+09,5831000064,1508999936,6239000064,4773000192,3169250048,4.75e+08,4591000064,0.775,0.585,66.895,4.18,2.69125,16.772,1.339,4.14,1,0.2392,1769040000,1770940800,2.44,354669251,352512862,32191051,5.59,0.103599995,0.00472,0.99237,24.18,24.36,24.26,24.54,23.915,27.72,13.58,24.2348,20.84085,3209236,6729607,5054090,0.755,26.21429,40,16,28,"hold",2.89655,"2025-12-27 20:41:39",22.4899997711182,24.6299991607666,9.5153375341364,2.8783926640832,6848246.875,2.97340332083165,32,0.714380995710971,1.24404208532072,0.961711280776191,1.81725767875943,"NORMAL","OUTPERFORMING_MARKET"
"APD","Air Products and Chemicals, Inc.","Basic Materials",55073652736,73959374848,NA,17.900267,NA,3.6654272,4.5752497,6.144,98.403,-0.01923,-0.0126,-0.03277,0.31413,-0.89169,0.06244,-0.006,-0.998,-0.997,12037300224,751600000,-386500000,3781299968,3256800000,-6595550208,1869100032,18430300160,1.381,0.999,106.228,-1.73,13.82214,67.501,8.397,2.89,7.16,1.0099,1767312000,1770595200,2.37,222591758,222280841,5813098,3.34,0.026600001,0.01921,0.94962,247.42,245.84,246.91,247.94,245,341.14,229.11,251.161,273.92624,694882,1513276,1948870,0.863,292.85715,340,245,21,"buy",2.13043,"2025-12-27 20:41:43",239.360000610352,246.380004882813,2.93282263308843,2.68007638955777,1768843.75,2.40524353832836,32,0.0629268127730398,1.00206126180693,0.267266396370041,0.697590641861523,"NORMAL","IN_LINE"
"APH","Amphenol Corporation","Technology",168221949952,172487540736,45.809998,34.259346,NA,13.431391,8.02069,8.224,28.451,0.34807998,0.14032,0.18218,0.36308,0.27481002,0.28906,0.534,1.021,1.061,20973500416,6062700032,3820999936,7615099904,4499599872,2328112384,3888100096,8067100160,2.07,1.409,63.99,3,4.01146,10.232,3.176,0.73,1,0.22,1765843200,1767744000,0.87,1224055508,1216246034,11714566,1.48,0.0111,0.00543,0.98027,137.43,137.94,137.94,138.32,136.84,144.37,56.45,135.7546,105.5236,2658935,7909896,8178530,1.194,150.43056,180,115,18,"buy",1.77778,"2025-12-27 20:41:45",141.550003051758,126.51000213623,-10.6252211877584,2.3784784817435,8262618.75,1.64214281337863,32,-1.27887711662486,0.634058634299031,-0.665449031661664,1.92863094960521,"NORMAL","DOWN_WHILE_MARKET_UP"
"APO","Apollo Global Management, Inc.","Financial Services",86204366848,105938362368,21.650146,16.044249,NA,3.9651859,3.1672986,3.892,NA,0.16549,0.0144299995,0.15777001,0.39975,0.29920998,0,0.264,1.153,1.141,27217000448,NA,4.064e+09,1.088e+10,2572999936,NA,35970998272,37646999552,1.986,1.875,94.598,6.86,9.2569,37.456,61.974,1.37,2.04,0.28350002,1763337600,1764288000,2.39,580422573,457500680,32095448,9.84,0.060100004,0.26371,0.66398,148.52,148.85,148.8,149.04,147.98,174.91,102.58,133.6482,135.87115,1291036,3485806,2705490,1.605,162.8125,186,136,16,"buy",1.73684,"2025-12-27 20:41:47",123.949996948242,146.399993896484,18.1121399765879,2.18481911882596,3519353.125,1.89932631440615,32,1.56518391757514,0.397760064087979,-0.351101251086071,1.93961457516217,"NORMAL","OUTPERFORMING_MARKET"
"APP","AppLovin Corporation","Communication Services",241588240384,243222659072,84.027054,51.22506,NA,164.03996,38.302048,38.561,62.144,2.41886,0.36786997,0.44879,0.79688,0.76795,0.62052,0.682,0.959,0.923,6307449856,3913881088,2916342016,5026252800,3402744064,2517527296,1666898944,3511964928,3.25,3.048,238.274,8.5,13.94298,4.354,4.932,NA,NA,0,NA,NA,NA,307597000,242898397,15247318,3.88,0.0519,0.18721001,0.82849,714.23,727.5,727.71,732,708.2,745.61,200.5,627.7659,458.77466,1760142,4694239,3374170,2.509,739.9583,860,458,24,"buy",1.7037,"2025-12-27 20:41:50",632.140014648438,657.130004882813,3.95323657026727,3.58769537933664,4339037.5,1.9401537783437,32,0.163914495702172,2.10951646743245,-0.301199050423801,1.3692722546303,"HIGH_VOLATILITY","OUTPERFORMING_MARKET"
"APTV","Aptiv PLC","Consumer Cyclical",16747908096,23430668288,58.265152,9.158329,NA,1.7943215,0.8310792,1.163,7.306,0.03294,0.057729997,0.01464,0.19408001,0.114350006,0.15913999,0.074,NA,NA,20152000512,3207000064,2.95e+08,3911000064,2427000064,1.664e+09,1.64e+09,8169999872,1.793,1.215,85.425,1.32,8.39782,42.863,7.59,NA,NA,0,1580774400,1582070400,1.16,216079411,214043943,6360642,2.82,0.0347,0.00482,1.01418,76.91,76.77,76.76,77.005,76.24,88.8,47.19,79.5418,71.9505,670042,2100579,2200070,1.516,99.8125,109,84,16,"none",NA,"2025-12-27 20:41:52",81.7699966430664,76.75,-6.13916699175023,2.08544398527101,2307959.375,1.73750891954067,32,-0.834904134442858,0.276504878592154,-0.548885862973151,1.24759950522551,"NORMAL","DOWN_WHILE_MARKET_UP"
"ARE","Alexandria Real Estate Equities, Inc.","Real Estate",8399297536,26254327808,NA,14.127906,NA,0.49752772,2.746309,8.584,13.404,-0.01084,0.010670001,-0.13436,0.69575995,0.19073,0.64045,-0.05,NA,NA,3058394880,1958758016,-421068992,2127901056,1375846016,1430852992,579473984,13955526656,1.579,1.363,66.083,-2.47,3.44,97.683,3.353,9.63,4.68,6.8946996,1767139200,1768435200,4.03,172825059,154272289,6935780,2.18,0.0545,0.00936,0.98061997,48.6,48.76,48.67,48.69,48.01,105.14,44.1,55.2318,73.05235,1448092,2872592,2762950,1.329,58.33333,91,45,12,"buy",2.5,"2025-12-27 20:41:57",55.689998626709,47.560001373291,-14.5986666437425,2.86878754376861,3006021.875,2.43887114094937,32,-1.67211856034183,1.23232214489104,0.308368419663755,2.44246384261923,"NORMAL","DOWN_WHILE_MARKET_UP"
"ATO","Atmos Energy Corporation","Utilities",27194691584,36286320640,22.537535,19.379818,NA,2.0034559,5.7827153,7.716,15.625,0.09323,0.037130002,0.2549,0.58131003,0.30696,0.49381,0.121,0.256,0.305,4702754816,2322277888,1198267008,2733758976,2049456000,-1818661632,202687008,9303505920,0.773,0.431,68.616,7.46,8.67552,83.92,1.254,2.38,4,0.4665,1763942400,1765152000,2.44,161747997,160930143,5360126,4.34,0.0378,0.00385,1.02251,168.13,168.4,168.34,168.615,167.3001,180.65,136.16,172.8868,162.3967,255330,993196,1089780,0.747,175.72726,193,163,11,"hold",2.78571,"2025-12-27 20:42:00",172.699996948242,169.169998168945,-2.0440062777505,1.01925734352083,1194068.75,3.91928856692716,32,-0.429616851840051,-1.02443082225993,2.11783881851239,2.00075167222621,"VOLUME_SPIKE","DOWN_WHILE_MARKET_UP"
"AVB","AvalonBay Communities, Inc.","Real Estate",26085994496,34908487680,22.31547,35.32011,NA,2.1704004,8.50924,11.387,18.678,0.09754,0.02813,0.38122,0.63443,0.2928,0.60965,0.044,0.024,0.024,3065607936,1868945024,1166467968,1944902016,1599486976,1317851776,123313000,8897918976,0.707,0.09,73.165,8.21,5.18713,84.413,0.872,3.82,7,0.84760004,1767139200,1768435200,3.33,141594945,133026304,5467952,5.01,0.0535,0.0036000002,0.96668,183.21,183.07,182.96,183.59,181.9501,230.21,166.73,180.105,194.79366,299152,951353,989440,0.743,203.40475,235,175,21,"buy",2.41667,"2025-12-27 20:42:01",175.369995117188,181.259994506836,3.358612963245,0.89056418214125,1072687.5,1.73265746081687,32,0.105066161609282,-1.18145917127337,-0.554815657366202,0.973203575929066,"NORMAL","IN_LINE"
"AVGO","Broadcom Inc.","Technology",1669544673280,174104428544,74.13263,25.15033,NA,5.9460325,26.132776,2.725,4.974,0.31048,0.09788,0.36198002,0.77325994,0.31765,0.54789,0.164,1.881,1.727,63886999552,35002998784,23125999616,49400999936,27537000448,25044125696,11105000448,40456998912,1.705,1.53,166.032,4.75,14.00101,59.221,27.019,0.74,2.6,0.4948,1766361600,1767139200,2.1,4741273799,405854280,69789300,2.18,0.0167,0.02007,0.79273003,352.13,350.22,351.145,353.25,347.76,414.61,138.1,361.8498,286.77045,14865649,28303411,58979120,1.204,456.802,535,289,43,"strong_buy",1.27083,"2025-12-27 20:42:06",362.549987792969,326.019989013672,-10.0758516092289,3.73496771535396,29971490.625,3.18931417846355,32,-1.22450745468078,2.28921468552146,1.22561273101541,2.98192116294921,"HIGH_VOLATILITY","DOWN_WHILE_MARKET_UP"
"AVY","Avery Dennison Corporation","Consumer Cyclical",14109500416,17308901376,20.696146,17.349566,NA,6.4022164,1.608837,1.974,12.053,0.30211002,0.08288,0.07932,0.28561002,0.12687999,0.16375,0.015,-0.053,-0.085,8769999872,1436099968,695600000,2504800000,855800000,666062528,581699968,3781100032,1.264,0.793,171.013,8.82,10.5213,28.512,7.526,2.06,3.76,0.4132,1764720000,1765929600,1.61,77295394,76610557,2168373,2.79,0.0323,0.008169999,0.96562,182.54,181.71,181.78,183.27,180.62,196.41,156.23,174.9886,173.61424,279134,749661,667140,1.015,202.81818,218,180,11,"buy",1.66667,"2025-12-27 20:42:08",174.270004272461,183.860000610352,5.50295294817207,1.37460318453651,746543.75,1.77497969810878,32,0.317285848738193,-0.590846239013073,-0.503086439478767,0.864252187984113,"NORMAL","OUTPERFORMING_MARKET"
"AWK","American Water Works Company, Inc.","Utilities",25480335360,40605380608,22.943762,21.433931,NA,2.335504,5.0257072,8.009,14.707,0.10457,0.035520002,0.21933001,0.6075,0.42591,0.54458,0.097,0.081,0.083,5070000128,2760999936,1.112e+09,3.08e+09,2035000064,-1447250048,2.45e+08,15377000448,0.421,0.31,140.983,5.69,6.09081,55.898,1.256,2.54,3.31,0.55979997,1770681600,1772496000,1.87,195176834,194721610,8735536,3.71,0.057800002,0.00125,0.98861,130.55,131.28,131.33,131.5197,130.225,155.5,118.74,132.3712,139.71495,439714,1824552,1616340,0.751,141,157,117,11,"hold",2.71429,"2025-12-27 20:42:10",125.970001220703,134.009994506836,6.38246662556325,1.33397513468543,2216328.125,2.46339878035884,32,0.404329003626668,-0.640419623669727,0.338347827286418,0.893712729104741,"NORMAL","OUTPERFORMING_MARKET"
"AXON","Axon Enterprise, Inc.","Industrials",46378655744,45725384704,185.34604,77.41717,NA,15.212486,18.13113,17.876,642.219,0.10028,-0.00032000002,0.100509994,0.60357,-0.00229,0.02783,0.306,NA,NA,2557957120,71199000,257095008,1543895040,244270000,248673872,2444836096,2099134976,3.124,2.729,69.33,3.15,7.54148,38.379,30.982,NA,NA,0,NA,NA,NA,79437268,75136178,2110047,2.68,0.0312,0.04335,0.85150003,583.84,591.15,591.15,591.15,577.1254,885.92,469.24,603.7002,679.6796,328307,824341,977670,1.395,819.5625,925,610,16,"buy",1.63158,"2025-12-27 20:42:14",724.099975585938,550,-24.043637820186,2.68068676415723,1025725,4.74103682760974,32,-2.60686251050634,1.00280602644403,3.1222373934808,4.66938422046876,"STRONG_UNDERPERFORMER","DOWN_WHILE_MARKET_UP"
"AXP","American Express Company","Financial Services",265165914112,268993921024,25.573826,21.803864,NA,8.099003,4.0611067,4.12,NA,0.33935001,0.03708,0.16143999,0.64135003,0.22052999,0,0.122,0.186,0.158,65294000128,NA,10410999808,41876000768,21138999296,NA,53553000448,60060000256,1.602,1.579,185.273,14.9,17.47626,47.049,77.742,0.86,3.28,0.15720001,1767312000,1770681600,1.13,688851653,535912809,9757775,3.85,0.0182,0.22142,0.65182996,381.05,383.11,382.33,382.67,380.27,387.49,220.43,363.6684,315.4573,655165,2540515,2793730,1.147,364.095,462,280,24,"hold",2.51724,"2025-12-27 20:42:19",361.619995117188,375.609985351563,3.8686993040419,1.56225402610923,2514275,1.67714351055473,32,0.155548064858561,-0.361879124309644,-0.622668715537382,0.647821984782074,"NORMAL","OUTPERFORMING_MARKET"
"AZO","AutoZone, Inc.","Consumer Cyclical",57361068032,69251219456,24.037777,19.561039,NA,-17.715622,2.9739704,3.59,16.562,NA,0.119619995,0.12776,0.52146,0.16941999,0.21679,0.082,-0.046,-0.06,19287705600,4181432064,2464136960,10057730048,3249704960,1150775424,309351008,12423128064,0.86,0.097,NA,143.47,176.30453,-194.67,18.672,NA,NA,0,NA,NA,NA,16567821,16518780,317632,2.07,0.0215,0.00236,0.94732004,3448.7,3456.02,3459.31,3467,3438.745,4388.11,3162,3726.9673,3821.9421,49242,143311,180420,0.405,4331.3477,4800,3000,23,"buy",1.53571,"2025-12-27 20:42:23",3576.13989257813,3393.35009765625,-5.11137149028312,1.85061340647515,148612.5,2.55698544873412,32,-0.733185917515017,-0.0100298346038447,0.452736041840221,0.96456885573705,"NORMAL","DOWN_WHILE_MARKET_UP"
"BA","The Boeing Company","Industrials",169487941632,197946064896,NA,92.54873,NA,-19.915348,2.09874,2.451,-32.165,NA,-0.035099998,-0.12197,0.01195,-0.204,-0.0762,0.304,NA,NA,80756998144,-6153999872,-10167000064,9.65e+08,-3.716e+09,-4762874880,22275000320,55702999040,1.182,0.335,NA,-13.7,2.33866,-10.868,29.306,NA,NA,0,1581552000,1583452800,2.48,783071257,728293074,16176959,1.65,0.0207,7e-04,0.71955,216.44,218.16,218.05,218.6,216.14,242.69,128.88,202.461,204.416,2761245,8404488,6335370,1.175,244.54167,285,150,24,"buy",1.59259,"2025-12-27 20:42:26",204.550003051758,206.330001831055,0.8702022746226,2.33995369390963,8928418.75,2.53393133022575,32,-0.141205297907268,0.587051600166102,0.424557675198188,0.647009935589413,"NORMAL","UNDERPERFORMING_MARKET"
"BAC","Bank of America Corporation","Financial Services",416048218112,425038184448,15.346993,12.878302,NA,1.4800663,4.1012197,4.19,NA,0.09871,0.00881,0.29224002,0,0.35292998,0,0.126,0.315,0.228,101445001216,NA,28253999104,101445001216,61471997952,NA,775117012992,763981987840,NA,NA,NA,3.66,4.3616,37.951,106.144,1.99,1.12,0.28959998,1764892800,1766707200,2.34,7302495550,7276498666,114878738,3.04,0.015800001,0.0789,0.7008,56.17,56.25,56.28,56.545,56.025,56.55,33.07,53.3086,47.4681,13016282,36085360,38668650,1.304,59.64583,68,51,24,"buy",1.6,"2025-12-27 20:42:28",53.560001373291,54.5499992370606,1.84839028824835,1.07646672193584,37866606.25,1.46028402003942,32,-0.0443966035471857,-0.954625293012743,-0.887729651670089,0.965574075888602,"NORMAL","IN_LINE"
"BALL","Ball Corporation","Consumer Cyclical",14331361280,21095206912,20.490273,13.188344,NA,2.607705,1.1289871,1.662,10.676,0.117469996,0.04535,0.05357,0.19860001,0.11542,0.15566,0.096,0.811,0.629,12693999616,1.976e+09,7.12e+08,2520999936,5.51e+08,128125000,5.7e+08,7546999808,1.105,0.675,138.426,2.57,3.99292,20.194,2.127,1.52,0.8,0.31129998,1764547200,1765756800,1.22,267987212,266925983,6522571,2.33,0.028299998,0.00548,0.89484,52.66,52.27,52.33,52.7323,52.26,60.29,43.51,49.106,51.7888,780980,2877411,2964630,1.135,60.15385,72,48,13,"buy",2.13333,"2025-12-27 20:42:30",47.1100006103516,52.0699996948242,10.5285481218668,1.91873425309063,3170715.625,2.04937962545916,32,0.814655782095254,0.0730896098387164,-0.167695530621574,0.9350483523254,"NORMAL","OUTPERFORMING_MARKET"
"BAX","Baxter International Inc.","Healthcare",9962400768,17921400832,NA,8.411386,NA,1.3755412,0.9037831,1.626,8.641,-0.04658,0.02849,-0.030940002,0.3793,0.10123,0.18815,0.05,NA,NA,11022999552,2.074e+09,-3.44e+08,4180999936,7.49e+08,2620375040,1.726e+09,9.712e+09,1.837,0.954,134.627,-0.7,2.30402,14.089,3.358,2.68,0.52,3.0769,1764288000,1767312000,2.37,514055805,511994441,33496034,4.05,0.09810001,0.0038,1.02728,19.38,19.11,19.08,19.39,19.03,37.74,17.4,19.43,25.834,3236514,7783576,8066910,0.607,23.66667,42,15,15,"hold",2.82353,"2025-12-27 20:42:34",18.2099990844727,19.2900009155273,5.93081760215737,2.00518501749249,8899003.125,1.38920054598812,32,0.359630487946779,0.178574786047374,-0.974612877904882,0.936224319922907,"NORMAL","OUTPERFORMING_MARKET"
